iter	Logloss
353	0.2796841896
354	0.2793996398
355	0.2791977304
356	0.2786473991
357	0.2784133745
358	0.2782896133
359	0.278109127
360	0.2778430236
361	0.2772641505
362	0.276940003
363	0.2760684543
364	0.275931667
365	0.2757295945
366	0.2750971131
367	0.2749655123
368	0.2746769073
369	0.2744222586
370	0.2740028421
371	0.2737024196
372	0.2733907688
373	0.27316428
374	0.2729337355
375	0.2727298944
376	0.2725611117
377	0.272356771
378	0.2722270782
379	0.2721118057
380	0.2717539638
381	0.2715998325
382	0.2713324699
383	0.270402014
384	0.2702090515
385	0.2698535733
386	0.2697371992
387	0.2694195817
388	0.268670414
389	0.2683764564
390	0.2674937305
391	0.2669085828
392	0.2665485417
393	0.2657531892
394	0.2655306641
395	0.2650645197
396	0.2649510806
397	0.2648354426
398	0.2646553661
399	0.2639149137
400	0.263654875
401	0.2634621968
402	0.2633587644
403	0.2631632292
404	0.2630714737
405	0.2629115604
406	0.2628083293
407	0.2623720802
408	0.262228297
409	0.2621218688
410	0.2613341839
411	0.2610879296
412	0.2609408596
413	0.2607623776
414	0.2603000723
415	0.2600766771
416	0.2598979302
417	0.2595310999
418	0.2593312715
419	0.2591434389
420	0.2586625022
421	0.2584947198
422	0.2584002869
423	0.2582976535
424	0.2582069976
425	0.25805423
426	0.2579335992
427	0.2578509087
428	0.2577018706
429	0.2575771896
430	0.2574939674
431	0.2573074747
432	0.2570671114
433	0.2569352577
434	0.2563749663
435	0.2558992819
436	0.2557505089
437	0.2556722811
438	0.2555999453
439	0.2551510682
440	0.2550112045
441	0.2548476007
442	0.2546931904
443	0.2545453993
444	0.254385261
445	0.2542730745
446	0.2541446263
447	0.2540750292
448	0.2540096645
449	0.2535787727
450	0.2534583001
451	0.253352759
452	0.2532178444
453	0.2531018168
454	0.2530289546
455	0.252863886
456	0.2521188278
457	0.2520013498
458	0.2509518892
459	0.250825414
460	0.2504406002
461	0.2502997771
462	0.2502382439
463	0.2500905937
464	0.2493750605
465	0.2490798198
466	0.2489299939
467	0.2487868632
468	0.2486086328
469	0.2484638476
470	0.2482841689
471	0.248152484
472	0.247578409
473	0.2474459406
474	0.2470077703
475	0.2466131193
476	0.2465068279
477	0.2464106492
478	0.2461412432
479	0.2460327
480	0.2457519657
481	0.245600884
482	0.245493038
483	0.2453721988
484	0.2452857513
485	0.2452218016
486	0.2448933105
487	0.2445077683
488	0.2443928278
489	0.2443380276
490	0.2442793813
491	0.2441398319
492	0.2434692892
493	0.2431262405
494	0.2429635825
495	0.242651311
496	0.2420671738
497	0.2415539712
498	0.2410148237
499	0.240711665
500	0.2405588899
501	0.2404302212
502	0.2402895871
503	0.2401520435
504	0.240052369
505	0.2399527626
506	0.2397275572
507	0.2395916456
508	0.2394685535
509	0.2393612305
510	0.2392248363
511	0.2391413428
512	0.2387194652
513	0.2383108523
514	0.2380538171
515	0.2379584615
516	0.2378445416
517	0.2374094828
518	0.2371535693
519	0.236568449
520	0.2362552383
521	0.2361859066
522	0.2360857593
523	0.2359139535
524	0.2356493028
525	0.2355741478
526	0.2354029601
527	0.2352298648
528	0.2351552797
529	0.2346281028
530	0.2343287107
531	0.2341839592
532	0.2340135666
533	0.2339564979
534	0.233766832
535	0.2336228384
536	0.2333919517
537	0.2333190384
538	0.2330709663
539	0.2329758112
540	0.2328997216
541	0.2328097632
542	0.2327409054
543	0.2325212542
544	0.232367122
545	0.2322810272
546	0.2318272747
547	0.2317398423
548	0.2316641345
549	0.2313146845
550	0.2311674589
551	0.2309952893
552	0.2309161634
553	0.2307662708
554	0.2306243792
555	0.2304214751
556	0.2302895841
557	0.2301210343
558	0.2300563476
559	0.2299557242
560	0.2298075345
561	0.2296774602
562	0.2295652545
563	0.229216989
564	0.2291165026
565	0.2288561089
566	0.2287815574
567	0.2286346017
568	0.228496229
569	0.2282053089
570	0.2281486337
571	0.227837316
572	0.2277535395
573	0.2274604201
574	0.2272154711
575	0.2271040657
576	0.2269394367
577	0.2268255377
578	0.2265783998
579	0.2263860999
580	0.2262683725
581	0.2262137925
582	0.2260349361
583	0.2259027598
584	0.2257573862
585	0.2256519391
586	0.2253991008
587	0.2251880831
588	0.2250864104
589	0.2248991021
590	0.2248034091
591	0.2247443062
592	0.2246246687
593	0.2245590589
594	0.2244387146
595	0.2243458095
596	0.2242537138
597	0.2241887502
598	0.2241198178
599	0.2239996263
600	0.2239434367
601	0.2238689832
602	0.2238256654
603	0.2235943886
604	0.2234652657
605	0.2233729498
606	0.2233279455
607	0.2231939459
608	0.2231443373
609	0.2230593178
610	0.2229769885
611	0.2229301477
612	0.2227725041
613	0.2227151383
614	0.2226523333
615	0.2223574061
616	0.2222279735
617	0.2221775877
618	0.2220449315
619	0.221962009
620	0.2218930133
621	0.2217626635
622	0.2216992846
623	0.2216185996
624	0.2215622905
625	0.221445048
626	0.2212952481
627	0.2210967865
628	0.2210320683
629	0.2208497782
630	0.220744214
631	0.2206534826
632	0.220581277
633	0.2205421636
634	0.2204113212
635	0.2201910582
636	0.2200857226
637	0.220017727
638	0.2199544877
639	0.2198398044
640	0.219786678
641	0.2197262716
642	0.2196636121
643	0.2196151162
644	0.2195604798
645	0.2195095046
646	0.2194193895
647	0.2193052534
648	0.2192347052
649	0.2191973234
650	0.2190839145
651	0.2189929194
652	0.2189345878
653	0.218899089
654	0.2188442113
655	0.2187595682
656	0.2187127433
657	0.2184605765
658	0.2183410115
659	0.2182035783
660	0.2180510311
661	0.2179967118
662	0.2179012128
663	0.2178561263
664	0.2178214702
665	0.2176036917
666	0.217493145
667	0.2174598164
668	0.2173553488
669	0.2171841443
670	0.2170477392
671	0.2169485666
672	0.2167568022
673	0.216651374
674	0.2165045864
675	0.2163103447
676	0.2162404342
677	0.2161589993
678	0.2160603362
679	0.2159872018
680	0.2156698135
681	0.2155707992
682	0.2154876024
683	0.2153068572
684	0.2151203211
685	0.2149230026
686	0.2148255636
687	0.2147277869
688	0.2146625591
689	0.2145913556
690	0.2145336717
691	0.2144668143
692	0.2143902591
693	0.2142600356
694	0.2141876571
695	0.2140713383
696	0.2140348006
697	0.213912947
698	0.2138776646
699	0.2137639943
700	0.2135958373
701	0.2134642189
702	0.2134140154
703	0.2133218746
704	0.2131706195
705	0.2131006242
706	0.2129905574
707	0.2129605537
708	0.2128609037
709	0.2127416606
710	0.2127005726
711	0.2126355272
712	0.2125205183
713	0.2123297452
714	0.2122668049
715	0.2121788997
716	0.2121292515
717	0.2120907945
718	0.2120397042
719	0.2119027607
720	0.2118248071
721	0.2117649926
722	0.2116572975
723	0.2116199486
724	0.2115557282
725	0.2114966792
726	0.2113215062
727	0.2111487739
728	0.2110818718
729	0.2110161648
730	0.2109616318
731	0.2108985139
732	0.2108390923
733	0.2107575338
734	0.2106121215
735	0.2105134452
736	0.2104816134
737	0.2104307486
738	0.210267932
739	0.210160817
740	0.2101036488
741	0.2100617538
742	0.2099789857
743	0.2098797356
744	0.2098411458
745	0.2098044129
746	0.2096735267
747	0.2096267216
748	0.2094814424
749	0.209429104
750	0.2093487098
751	0.2092782732
752	0.2092530745
753	0.2092332032
754	0.2091833636
755	0.2089980711
756	0.2088487709
757	0.2088118067
758	0.2087452708
759	0.2086943812
760	0.2085569444
761	0.2084518556
762	0.2082971165
763	0.2082170892
764	0.2080515624
765	0.2080254001
766	0.2079935217
767	0.207897227
768	0.2078176615
769	0.207735527
770	0.2077007762
771	0.2076415056
772	0.2075457426
773	0.2074718204
774	0.2073995709
775	0.2073003811
776	0.2072031033
777	0.2071678321
778	0.2070774603
779	0.2070259336
780	0.2068769669
781	0.2067961653
782	0.2066887876
783	0.2066243946
784	0.2065216641
785	0.2064607011
786	0.2064177579
787	0.2063804271
788	0.2063198923
789	0.2062645986
790	0.2061781119
791	0.2060466945
792	0.2060061247
793	0.2059714573
794	0.2059352005
795	0.2058971957
796	0.2058144517
797	0.2057263015
798	0.2056550606
799	0.2056335873
800	0.205561473
801	0.2055234493
802	0.2055068991
803	0.2053729259
804	0.2052642088
805	0.2051909367
806	0.2050981503
807	0.2050686694
808	0.2049756334
809	0.2049277692
810	0.2048381334
811	0.2048085291
812	0.2047631082
813	0.2047314871
814	0.20470172
815	0.2046149097
816	0.2045190007
817	0.2043985194
818	0.2042655962
819	0.2042018867
820	0.2041058588
821	0.2040621985
822	0.2040380279
823	0.2039498537
824	0.2038541039
825	0.2037803163
826	0.2036954244
827	0.2036846318
828	0.2035805444
829	0.2035195952
830	0.2034777274
831	0.2034310888
832	0.2033574437
833	0.2032717019
834	0.2032329605
835	0.2031453246
836	0.203069909
837	0.2030163659
838	0.2029104627
839	0.2028123066
840	0.2027661894
841	0.2026640993
842	0.2026006056
843	0.2025225859
844	0.2024717308
845	0.2024104679
846	0.2023660332
847	0.2022990573
848	0.2022788621
849	0.2022308498
850	0.2020672774
851	0.2019437992
852	0.2018023329
853	0.2017245413
854	0.2016322249
855	0.201550214
856	0.2014589649
857	0.2013935888
858	0.201268824
859	0.2011822265
860	0.2010630648
861	0.2010222672
862	0.2009229014
863	0.2008476105
864	0.2007650696
865	0.2007128811
866	0.2006328609
867	0.2005421044
868	0.2004543754
869	0.2004214886
870	0.2003822597
871	0.2003377992
872	0.2002572743
873	0.2002273997
874	0.2002168424
875	0.2001648694
876	0.2001130875
877	0.2000689837
878	0.1999430664
879	0.1999071491
880	0.1998393917
881	0.1997805992
882	0.1997353432
883	0.1996331908
884	0.199582686
885	0.1995174933
886	0.1993989541
887	0.1992875359
888	0.1991842918
889	0.1991180768
890	0.1990914833
891	0.199053756
892	0.1990162548
893	0.1989887227
894	0.1989567137
895	0.1989303088
896	0.1988885054
897	0.1988812602
898	0.1988292397
899	0.1987745938
900	0.1987396772
901	0.1986799922
902	0.1986264695
903	0.1985899009
904	0.198506895
905	0.1984285535
906	0.1983795423
907	0.198310865
908	0.1982214036
909	0.1982069977
910	0.1981730179
911	0.1981144727
912	0.1980533368
913	0.1980186402
914	0.1979590042
915	0.1979308655
916	0.1978461963
917	0.197804436
918	0.1977351349
919	0.197689297
920	0.1976301789
921	0.1975320353
922	0.1975115348
923	0.197483824
924	0.197429305
925	0.1973804905
926	0.1972796371
927	0.1972281475
928	0.1971634789
929	0.1971195788
930	0.1970054844
931	0.1969329182
932	0.1968562096
933	0.1968136932
934	0.1967550914
935	0.19665885
936	0.1965666251
937	0.1965013909
938	0.1964064525
939	0.1963508848
940	0.1962858652
941	0.196228424
942	0.1961751582
943	0.1961060246
944	0.1960500652
945	0.1959695095
946	0.1959452098
947	0.1959139947
948	0.1958420935
949	0.1957998997
950	0.1957253399
951	0.1956891074
952	0.1956504706
953	0.1955907876
954	0.1955593146
955	0.1955139192
956	0.1954348042
957	0.1953732871
958	0.195276159
959	0.1952354369
960	0.1951856158
961	0.1951074827
962	0.1950453806
963	0.1949938057
964	0.194945348
965	0.1949015236
966	0.1948263461
967	0.1947466869
968	0.1946785993
969	0.1946030709
970	0.1945395377
971	0.1944884515
972	0.1944170405
973	0.1943740382
974	0.1943287082
975	0.1942557275
976	0.1941891664
977	0.1941726359
978	0.1941344843
979	0.1940979275
980	0.1940372078
981	0.1939806283
982	0.1939247399
983	0.1938879953
984	0.1938430858
985	0.1937992042
986	0.1937760552
987	0.1937049321
988	0.1936331899
989	0.1935854076
990	0.1935529794
991	0.1934931337
992	0.1934292733
993	0.1933684117
994	0.1933288518
995	0.1932625753
996	0.1932440013
997	0.1932209385
998	0.1931812993
999	0.1931037924
