iter	Logloss
115	0.2384273775
116	0.237729914
117	0.2369403906
118	0.2359030779
119	0.2340448194
120	0.2324536989
121	0.2319252137
122	0.2313094957
123	0.2306316907
124	0.2298587492
125	0.2293291152
126	0.2282506305
127	0.2270439325
128	0.226454533
129	0.2256973026
130	0.2252293254
131	0.2247393691
132	0.2242007284
133	0.2214852452
134	0.2203435833
135	0.2199520393
136	0.2193351911
137	0.218855662
138	0.2184760277
139	0.21793796
140	0.2174483196
141	0.2157213238
142	0.2154426987
143	0.2150049624
144	0.2146797171
145	0.2138570425
146	0.2130833775
147	0.2126487641
148	0.2123087321
149	0.2111394759
150	0.2107495465
151	0.2099676022
152	0.2096035107
153	0.20844881
154	0.2072477521
155	0.2068718991
156	0.2059446558
157	0.2054531239
158	0.204988292
159	0.2034272063
160	0.2026545213
161	0.2020069158
162	0.2016545662
163	0.2010070799
164	0.1994133768
165	0.198643575
166	0.1977611242
167	0.1974081271
168	0.1971592421
169	0.1968268231
170	0.1964467293
171	0.1961432257
172	0.1955986746
173	0.1942411199
174	0.1936279352
175	0.1932494401
176	0.1928950097
177	0.1926370316
178	0.1923657733
179	0.1919097208
180	0.1912929166
181	0.1907479642
182	0.1903009902
183	0.1898050041
184	0.1889802757
185	0.188401413
186	0.1878210466
187	0.187125004
188	0.1866257712
189	0.1852910756
190	0.1844901803
191	0.1842451374
192	0.183927538
193	0.1829807054
194	0.1819135633
195	0.1815650753
196	0.1811159744
197	0.1805094509
198	0.1803568419
199	0.180097889
200	0.1796204342
201	0.1791960957
202	0.1787667673
203	0.1784187254
204	0.1780839999
205	0.1778829937
206	0.1774859863
207	0.1767628681
208	0.1762837159
209	0.1759549827
210	0.1754685723
211	0.1751992621
212	0.1747760949
213	0.1743417106
214	0.1736088617
215	0.1731123687
216	0.1727622014
217	0.1723458278
218	0.1718697095
219	0.1710541961
220	0.1703293806
221	0.1700289584
222	0.1697690116
223	0.1694966712
224	0.1691722435
225	0.1684823858
226	0.168273571
227	0.167987146
228	0.1676650621
229	0.1673011182
230	0.1663971267
231	0.1657765132
232	0.1653990333
233	0.1648303355
234	0.1644031454
235	0.1640030264
236	0.1637185278
237	0.1635236355
238	0.1629304128
239	0.1620032534
240	0.1615348956
241	0.1606795048
242	0.1601141507
243	0.1595626627
244	0.1593339233
245	0.1590512484
246	0.1587638659
247	0.158341486
248	0.1580904897
249	0.1569103546
250	0.1565648337
251	0.1563253044
252	0.1561429601
253	0.1559042093
254	0.1556984595
255	0.1555068787
256	0.1548440902
257	0.1546632194
258	0.154482672
259	0.1542837169
260	0.154087868
261	0.1533075635
262	0.1531424743
263	0.1528957236
264	0.1524416814
265	0.1520657228
266	0.1517303008
267	0.1514811569
268	0.1509331909
269	0.1506921827
270	0.1504535755
271	0.1501771178
272	0.149474747
273	0.1487375544
274	0.1484576326
275	0.1482788594
276	0.1480542741
277	0.1478398916
278	0.1477016336
279	0.1474827626
280	0.1471143963
281	0.1465224468
282	0.1462462707
283	0.1459494853
284	0.1454036968
285	0.1448543039
286	0.1447091565
287	0.1444375863
288	0.1441519791
289	0.1438917498
290	0.1436532391
291	0.1430531451
292	0.1426977621
293	0.142413888
294	0.1422701034
295	0.1415362804
296	0.1412052716
297	0.1407028968
298	0.1404954287
299	0.1401753279
300	0.139946315
301	0.1395041216
302	0.1386226951
303	0.1379861322
304	0.1378630942
305	0.1373808221
306	0.1371103609
307	0.1367207727
308	0.1365167481
309	0.1363120775
310	0.1360588931
311	0.1354993798
312	0.1350387343
313	0.1345978373
314	0.1343732801
315	0.1341480669
316	0.1338554341
317	0.1335846991
318	0.1331300454
319	0.1328427609
320	0.1326640219
321	0.1322941263
322	0.1318716926
323	0.131606537
324	0.1310565824
325	0.1308177219
326	0.1299285917
327	0.1295913008
328	0.1294060289
329	0.128696505
330	0.1285092717
331	0.1283390942
332	0.1278772301
333	0.1276328577
334	0.1273280709
335	0.1269329316
336	0.1265981508
337	0.1257350466
338	0.1254230327
339	0.1245139724
340	0.124300341
341	0.1238834986
342	0.1233734432
343	0.1227085112
344	0.122254289
345	0.1217651112
346	0.1211203456
347	0.1209449291
348	0.120673889
349	0.1203271186
350	0.1200078146
351	0.1191254933
352	0.1188460012
353	0.1186635324
354	0.1179006087
355	0.1176851454
356	0.1174384489
357	0.1168538945
358	0.116242364
359	0.115867648
360	0.1156381339
361	0.1154468774
362	0.1150653128
363	0.1147270454
364	0.114476928
365	0.1141016581
366	0.1136885097
367	0.1135669496
368	0.1132169385
369	0.1130094331
370	0.1127067382
371	0.1123572712
372	0.1118249502
373	0.1112761112
374	0.1108140987
375	0.1104593331
376	0.1099986727
377	0.109559181
378	0.1093241916
379	0.1090330809
380	0.1086131857
381	0.1083770065
382	0.1082058824
383	0.1079763294
384	0.1077698291
385	0.1075536834
386	0.1070694582
387	0.1069495849
388	0.1065668921
389	0.1063621769
390	0.1061613292
391	0.1055859647
392	0.1054004719
393	0.1052499225
394	0.1051032329
395	0.1048344429
396	0.1046775694
397	0.104102115
398	0.103908565
399	0.1034985881
400	0.1028773876
401	0.1027499033
402	0.102615256
403	0.1024428556
404	0.1023175311
405	0.1021850251
406	0.1019623178
407	0.1017642159
408	0.1013762355
409	0.1010859945
410	0.1009241884
411	0.1006929745
412	0.1003536973
413	0.09980332696
414	0.09959230924
415	0.09930587428
416	0.09880676609
417	0.09855694399
418	0.09836326028
419	0.0980394425
420	0.09785047712
421	0.09762532801
422	0.0974605075
423	0.09725536248
424	0.09688789045
425	0.09676457997
426	0.09650468049
427	0.09618730551
428	0.09608017774
429	0.09593624745
430	0.09572368557
431	0.0955841124
432	0.09513899885
433	0.09497020635
434	0.09480746181
435	0.09458776877
436	0.09441905479
437	0.09434829895
438	0.09377988205
439	0.09360646761
440	0.09345819355
441	0.09329634638
442	0.09265914274
443	0.09253207354
444	0.09192771216
445	0.09174692423
446	0.09158213453
447	0.09151967602
448	0.09141382228
449	0.09126132307
450	0.09110955343
451	0.09072575597
452	0.09031809999
453	0.09005752625
454	0.08994012843
455	0.08968241739
456	0.08941448184
457	0.08903991903
458	0.08873677451
459	0.08860641356
460	0.08824245779
461	0.08804135568
462	0.08793404349
463	0.08734069864
464	0.08709744759
465	0.08675683915
466	0.08666731755
467	0.08610835297
468	0.085971813
469	0.08584270338
470	0.08561746149
471	0.08536756828
472	0.08517252874
473	0.08509761285
474	0.08480553033
475	0.08435026395
476	0.08400187435
477	0.08381184619
478	0.08369852285
479	0.08347031174
480	0.0833136522
481	0.08312465329
482	0.08289372738
483	0.08272240896
484	0.08237778039
485	0.08222287115
486	0.08210558671
487	0.08162322434
488	0.08155312592
489	0.08126667279
490	0.08109700381
491	0.08098584138
492	0.08087769868
493	0.08069966069
494	0.08063355257
495	0.08056012622
496	0.08039220956
497	0.07996736788
498	0.07983917818
499	0.07960576283
500	0.07949624488
501	0.07937923231
502	0.0792864738
503	0.07902740148
504	0.07889503343
505	0.07868972439
506	0.07860948969
507	0.07846596142
508	0.07811798984
509	0.07791165916
510	0.07780653045
511	0.07769371286
512	0.07750005018
513	0.07732066859
514	0.07709105128
515	0.07687878901
516	0.07666953222
517	0.07637005589
518	0.07627113771
519	0.07611027544
520	0.07598992188
521	0.07588743093
522	0.07573263842
523	0.07558694742
524	0.07536848838
525	0.07499161804
526	0.07471395703
527	0.07456541472
528	0.07435991735
529	0.07418784114
530	0.0740958004
531	0.07405241865
532	0.07369536743
533	0.07349254574
534	0.07334339751
535	0.07312812334
536	0.07299364111
537	0.0728177989
538	0.07266251258
539	0.07244813459
540	0.07223248837
541	0.07214668044
542	0.07201155777
543	0.07189702955
544	0.07178277482
545	0.07170551276
546	0.0716606352
547	0.07152685195
548	0.07150492695
549	0.07144437927
550	0.07112125664
551	0.0710380342
552	0.07091395831
553	0.07084937863
554	0.07069192951
555	0.07039551524
556	0.07035424034
557	0.07007755473
558	0.0699317185
559	0.0697758528
560	0.06953174169
561	0.06938967529
562	0.06927392104
563	0.06910030282
564	0.06892597683
565	0.06867892221
566	0.06851777074
567	0.06843914083
568	0.06833473325
569	0.06818454807
570	0.06803088367
571	0.06790978727
572	0.06782320449
573	0.06772465201
574	0.0676040652
575	0.06744735676
576	0.06735100795
577	0.06727361169
578	0.06716051818
579	0.06689709852
580	0.06686107803
581	0.06677376799
582	0.06661995835
583	0.06650115986
584	0.06639992358
585	0.06633403551
586	0.06624642739
587	0.06616460026
588	0.06602195937
589	0.06581234065
590	0.06575610803
591	0.06562623006
592	0.06558015056
593	0.06547613305
594	0.06542626687
595	0.06529414612
596	0.0651218405
597	0.06501344764
598	0.06494093542
599	0.0648043782
600	0.06468818001
601	0.06460007976
602	0.06446978546
603	0.064363215
604	0.06425684083
605	0.06416551409
606	0.06402784637
607	0.06392874516
608	0.0637487091
609	0.063657839
610	0.06353915793
611	0.0634367508
612	0.06336879178
613	0.06327080038
614	0.06318516191
615	0.06315178742
616	0.06307814256
617	0.06297389683
618	0.0629027788
619	0.06282873939
620	0.06272230592
621	0.0626542118
622	0.06258407782
623	0.06247064606
624	0.06239465209
625	0.06226357791
626	0.06217875732
627	0.06209427741
628	0.0620106765
629	0.06189890123
630	0.06180535538
631	0.06156956506
632	0.06150292562
633	0.06127961755
634	0.06114680508
635	0.06099222179
636	0.06091787209
637	0.06084871413
638	0.06080540455
639	0.06066126944
640	0.06050958614
641	0.06037657494
642	0.06025231791
643	0.06018290617
644	0.06010738156
645	0.05998305182
646	0.05991679022
647	0.05990632031
648	0.05985046603
649	0.05973985009
650	0.05969239058
651	0.05964614126
652	0.0595481018
653	0.05944135726
654	0.05934864325
655	0.05924280208
656	0.05913527285
657	0.05905578219
658	0.0589227758
659	0.05881038545
660	0.0587668371
661	0.05868612067
662	0.05856796464
663	0.05853234463
664	0.05843034805
665	0.05820572488
666	0.05814742544
667	0.05807913795
668	0.05803704204
669	0.05791911081
670	0.05786316516
671	0.05768964453
672	0.0575391768
673	0.05740808746
674	0.05733771981
675	0.05724051142
676	0.05717290957
677	0.05698326631
678	0.05689387352
679	0.05682487602
680	0.05673954479
681	0.05667677318
682	0.05659283277
683	0.05651803306
684	0.05645665026
685	0.05640328291
686	0.05637034551
687	0.05619085152
688	0.05613380879
689	0.05599448688
690	0.05593569328
691	0.05586010482
692	0.05573665177
693	0.05566702753
694	0.0555665501
695	0.05539574721
696	0.05528182381
697	0.05516013272
698	0.05507322289
699	0.0549797478
700	0.05484950686
701	0.05477281259
702	0.05464429534
703	0.05457842277
704	0.05450596064
705	0.05440244895
706	0.05436335439
707	0.05427759508
708	0.05420757916
709	0.05411079032
710	0.05401589618
711	0.05391817533
712	0.05383799532
713	0.05375802467
714	0.05362190964
715	0.05351724896
716	0.05347531309
717	0.0533573062
718	0.05328995989
719	0.05320618643
720	0.0531464233
721	0.05307193487
722	0.05297457042
723	0.05294324165
724	0.05283673043
725	0.05275641442
726	0.05262759064
727	0.05253129038
728	0.05249900536
729	0.05244274361
730	0.0523872778
731	0.05235425943
732	0.05228770235
733	0.05215952523
734	0.05205484458
735	0.05199108535
736	0.05191361526
737	0.0518399025
738	0.05161667581
739	0.05153186032
740	0.05146853078
741	0.05136494987
742	0.05129772363
743	0.05123461022
744	0.05120148072
745	0.05099596707
746	0.05096007638
747	0.05093200079
748	0.05081119311
749	0.05071843222
750	0.0505285977
751	0.05046548289
752	0.05040749899
753	0.05031799213
754	0.05025007781
755	0.05017453867
756	0.05009005779
757	0.0500200858
758	0.04996346276
759	0.04989754926
760	0.04972499432
761	0.04960757156
762	0.04954394541
763	0.04948595082
764	0.04947771532
765	0.04940747753
766	0.0493033609
767	0.04924472916
768	0.04913617787
769	0.04902519763
770	0.04895845633
771	0.04889132286
772	0.04882176652
773	0.04875348637
774	0.04870607716
775	0.04863582373
776	0.04855908831
777	0.04851440669
778	0.04840692881
779	0.04826273656
780	0.04823117741
781	0.04817073438
782	0.04806339034
783	0.04795603281
784	0.04791168455
785	0.04787373758
786	0.0477945352
787	0.0477673055
788	0.04775227939
789	0.04771906515
790	0.04748412966
791	0.04741949598
792	0.04735306827
793	0.0472496898
794	0.04717997502
795	0.04709469422
796	0.04694762266
797	0.04687297335
798	0.04676483714
799	0.04673212251
800	0.04664524124
801	0.04650190375
802	0.04642510749
803	0.04636382912
804	0.04629583195
805	0.04625186077
806	0.04618110584
807	0.04612017458
808	0.04606244049
809	0.04600594815
810	0.04593129604
811	0.04589643033
812	0.04586351284
813	0.04581285331
814	0.04572351271
815	0.04559837452
816	0.04556732483
817	0.04547104091
818	0.04538402992
819	0.04535771799
820	0.04530531053
821	0.04520717194
822	0.04517942049
823	0.04502804043
824	0.04493644998
825	0.04488708712
826	0.04480598718
827	0.04474558446
828	0.04468060555
829	0.04459589701
830	0.04449836372
831	0.04444488251
832	0.04437327562
833	0.04427649286
834	0.04423162053
835	0.0442069062
836	0.04413897826
837	0.04407889436
838	0.04397722561
839	0.04391828133
840	0.0438696574
841	0.04380287482
842	0.04378067054
843	0.04376158099
844	0.04370255862
845	0.04360586974
846	0.04357577163
847	0.04353689865
848	0.04347271407
849	0.04339657446
850	0.04331513656
851	0.0432516759
852	0.04321576662
853	0.04317814413
854	0.04313623027
855	0.04305890121
856	0.0430081835
857	0.04287553631
858	0.04278690271
859	0.04275230456
860	0.04269471758
861	0.04260504669
862	0.04256814889
863	0.0425157007
864	0.04245557342
865	0.04240596879
866	0.04235614418
867	0.04221489048
868	0.04217569191
869	0.04217134981
870	0.04210884296
871	0.0420319438
872	0.04198426411
873	0.04192494785
874	0.04188486386
875	0.04184953355
876	0.04181383544
877	0.04178545906
878	0.04172012047
879	0.04164899943
880	0.0416047011
881	0.04153746341
882	0.04150685738
883	0.04146214132
884	0.0413991424
885	0.04127666048
886	0.04123518412
887	0.04122036681
888	0.04116023834
889	0.04111730702
890	0.04106923558
891	0.04104967164
892	0.04101181178
893	0.04090031901
894	0.04074823104
895	0.04071945802
896	0.04065959996
897	0.04064587372
898	0.04058347759
899	0.04051026807
900	0.04049312268
901	0.04046494441
902	0.04043140834
903	0.0403825557
904	0.0403457872
905	0.04028736335
906	0.04020511457
907	0.04019616849
908	0.04015322362
909	0.04009954046
910	0.04006292054
911	0.03993556758
912	0.03990245198
913	0.03988861886
914	0.03984005291
915	0.03979700738
916	0.03976895443
917	0.03972166077
918	0.03966308316
919	0.03962805791
920	0.0395540484
921	0.03950423273
922	0.03945404879
923	0.03931978143
924	0.03927469737
925	0.03923261138
926	0.03915802172
927	0.03912416823
928	0.03904954819
929	0.0390079275
930	0.03896828095
931	0.03891521063
932	0.03886405135
933	0.03881740818
934	0.03878981496
935	0.03874271947
936	0.03867031008
937	0.03860911875
938	0.0385659224
939	0.0385501985
940	0.03852932393
941	0.03851744105
942	0.03849294019
943	0.03844747444
944	0.03842888052
945	0.03842746776
946	0.03838253025
947	0.03835570348
948	0.03831230965
949	0.03826646486
950	0.03821839168
951	0.03817776909
952	0.03812104218
953	0.03808162754
954	0.0380555812
955	0.03802736143
956	0.03798194779
957	0.03793099445
958	0.0378820348
959	0.03782897447
960	0.03778619746
961	0.03776284658
962	0.03770174187
963	0.03766907446
964	0.03763946973
965	0.03757551009
966	0.0375314052
967	0.03745293848
968	0.03743213711
969	0.03736013568
970	0.03731167898
971	0.03724970709
972	0.03721587979
973	0.03718025015
974	0.03715088559
975	0.0370998918
976	0.03706224549
977	0.0370056374
978	0.03694326502
979	0.0369013543
980	0.03679475716
981	0.03679471462
982	0.03676959791
983	0.03670120816
984	0.03660427724
985	0.03652322781
986	0.0364948276
987	0.03646125361
988	0.0364109333
989	0.0363784902
990	0.03630510611
991	0.03628963795
992	0.03623839059
993	0.03621492814
994	0.03615123821
995	0.03610781944
996	0.03607584179
997	0.0360552472
998	0.0360317867
999	0.03601175361
